Authorization Status,Country of FD Name,Item Category,Quantity,Item Net Weight,Item Grams,Rate,Invoice Date Only,Invoice Quantity,Invoice Status,Extra Fields Final Destination,Sourcing Type,Order Status,Minimum Order Value,Load Deviation,Transaction_Value
Unknown,Brazil,Generic,242,60.5,250,8.96,04-04-2025,234,Invoice Generated,Brazil,Indian Export,Order Released,80,162,2168.32
Unknown,Spain,Generic,28,2.8,100,3.19,15-04-2025,32,Invoice Generated,Spain,Indian Export,Order Released,40,-12,89.32
Under Review,Japan,Generic,132,24,500,10.78,,129,Unknown,Japan,Indian Export,Order Pending,80,52,1422.96
Pending,Spain,Generic,78,3.9,50,7.35,,129,Invoice Pending,Spain,Indian Export,Order Released,20,58,573.3
Under Review,China,Brand Chips,225,56.25,250,6.9,03-04-2025,227,Invoice Generated,China,Indian Export,Order Released,20,205,1552.5
Pending,Germeny,Generic,126,63,500,10.78,14-04-2025,117,Invoice Generated,Germeny,Indian Export,Order Released,40,86,1358.28
Pending,Germany,Unknown,286,28.6,100,6,,129,No Invoice,Germany,Indian Export,Order Pending,80,206,1716
Pending,USA,Premium Chocolate,270,40.5,150,16.655,10-04-2025,265,Invoice Generated,USA,Indian Export,Order Pending,40,230,4496.85
Approved,USA,Health Bars,20,1,50,12.51,,129,No Invoice,USA,Indian Export,Order Pending,40,-20,250.2
Pending,Canada,Regular Chips,132,1.6,100,3.77,,129,Invoice Pending,Canada,Local/Regional Sourcing,Order Pending,80,52,497.64
Unknown,Japan,Generic,376,18.8,50,10.73,09-04-2025,373,Invoice Generated,Japan,Local/Regional Sourcing,Order Released,20,356,4034.48
Unknown,Canada,Unknown,220,11,50,4.26,,129,No Invoice,Canada,Indian Export,Order Released,80,140,937.2
Pending,Geraany,Generic,90,22.5,250,6.25,,129,Invoice Pending,Geraany,Local/Regional Sourcing,Order Released,40,50,562.5
Pending,USA,Generic,26,2.6,100,5.16,13-04-2025,22,Invoice Generated,USA,Indian Export,Order Released,40,-14,134.16
Pending,Mexico,Premium Chips,132,1.38,25,5.02,03-04-2025,129,Invoice Generated,Mexico,Indian Export,Order Pending,20,112,662.64
Under Review,Japan,Premium Chips,84,25.2,300,5.57,13-04-2025,78,Invoice Generated,Japan,Indian Export,Order Pending,40,44,467.88
Under Review,Australia,Generic,175,13.13,75,4.32,06-04-2025,184,Invoice Generated,Australia,Indian Export,Order Released,20,155,756
Pending,Brazil,Generic,126,12.6,100,5.72,08-04-2025,133,Invoice Generated,Brazil,Indian Export,Order Released,20,106,720.72
Pending,UK,Jerky,20,1.5,75,15,04-04-2025,18,Invoice Generated,UK,Indian Export,Order Released,20,0,300
Pending,USA,Generic,44,22,500,4.43,07-04-2025,47,Invoice Generated,USA,Indian Export,Order Released,80,-36,194.92
Approved,Spain,Regular Nuts,200,5,150,16.655,,129,No Invoice,Spain,Indian Export,Order Released,20,180,3331
Under Review,South Korea,Generic,264,26.4,150,6.03,,129,No Invoice,South Korea,Indian Export,Order Released,40,224,1591.92
Approved,Unknown,Premium Chocolate,100,25,512.5,16.655,,129,Invoice Generated,Unknown,Indian Export,Order Released,40,60,1665.5
Pending,USA,Generic,210,85.5,500,3.19,02-04-2025,217,Invoice Generated,USA,Indian Export,Order Released,40,170,669.9
Under Review,Australia,Health Bars,132,33,250,14.71,,129,Unknown,Australia,Local/Regional Sourcing,Order Released,20,112,1941.72
Approved,Brazil,Generic,120,6,50,3.47,14-04-2025,113,Invoice Generated,Brazil,Indian Export,Order Released,40,80,416.4
Pending,India,Brand Chips,50,15,300,6.67,,129,No Invoice,India,Local/Regional Sourcing,Order Pending,40,10,333.5
Approved,UK,Brand Chips,396,85.5,300,2.95,05-04-2025,399,Invoice Generated,UK,Indian Export,Order Released,20,376,1168.2
Pending,Germany,Generic,126,6.3,50,3.69,15-04-2025,131,Invoice Generated,Germany,Indian Export,Order Released,40,86,464.94
Approved,Brazil,Popcorn,376,85.5,500,3.42,,129,Invoice Pending,Brazil,Local/Regional Sourcing,Order Released,20,356,1285.92
Approved,India,Dried Fruit,72,14.4,200,6.07,,129,No Invoice,India,Indian Export,Order Released,80,-8,437.04
Pending,South Korea,Generic,180,85.5,500,5.64,10-04-2025,186,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,140,0,1015.2
Pending,Brazil,Regular Chips,141,15.4,150,5.57,,129,Invoice Pending,Brazil,Indian Export,Order Pending,20,121,785.37
Unknown,Germany,Generic,32,1.6,50,11.06,08-04-2025,25,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,32,0,353.92
Under Review,India,Generic,72,10.8,150,3.06,,129,Invoice Pending,India,Local/Regional Sourcing,Order Pending,20,52,220.32
Pending,Singapore,Popcorn,132,8.4,150,5.07,15-04-2025,129,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,80,52,669.24
Pending,Singapore,Generic,43,21.5,500,9.13,,129,No Invoice,Singapore,Indian Export,Unknown,40,3,392.59
Pending,Singapore,Generic,75,15,200,5,12-04-2025,78,Invoice Generated,Singapore,Local/Regional Sourcing,Order Pending,75,0,375
Pending,Japan,Generic,42,7.21,100,7.32,,129,Invoice Pending,Japan,Indian Export,Order Released,20,22,307.44
Approved,USA,Generic,130,9.75,75,6.02,14-04-2025,126,Invoice Generated,USA,Local/Regional Sourcing,Order Released,130,0,782.6
Pending,Itala,Regular Chips,450,15.4,75,4.67,,129,No Invoice,Itala,Indian Export,Order Released,20,425,2101.5
Unknown,Japan,Generic,15,4.5,300,8.09,08-04-2025,17,Invoice Generated,Japan,Indian Export,Order Released,40,-25,121.35
Pending,USA,Regular Chips,126,6.3,50,3.78,13-04-2025,129,Invoice Generated,USA,Indian Export,Approved,126,0,476.28
Under Review,Brazil,Generic,480,72,150,2.26,06-04-2025,489,Invoice Generated,Brazil,Indian Export,Order Released,140,0,1084.8
Under Review,Japan,Generic,85,2.13,25,6.25,,129,Invoice Pending,Japan,Indian Export,Order Released,80,5,531.25
Pending,Canada,Brand Chips,44,6.6,150,3.83,,129,No Invoice,Canada,Indian Export,Order Pending,80,-36,168.52
Pending,Singapore,Premium Chips,23,2.3,100,9.48,13-04-2025,29,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,23,0,218.04
Unknown,Spain,Health Bars,18,1.8,100,4.79,,129,No Invoice,Spain,Local/Regional Sourcing,Order Pending,80,-62,86.22
Unknown,South Korea,Generic,48,17.78,250,4.14,,129,No Invoice,South Korea,Indian Export,Order Pending,40,8,198.72
Under Review,Brazil,Premium Chocolate,165,16.5,100,7.43,,129,No Invoice,Brazil,Local/Regional Sourcing,Order Pending,80,85,1225.95
Pending,France,Premium Chocolate,16,0.8,150,9.66,02-04-2025,14,Invoice Generated,France,Indian Export,Order Released,20,-4,154.56
Unknown,Germany,Generic,32,3.2,274,6.91,,129,No Invoice,Germany,Indian Export,Order Pending,20,12,221.12
Under Review,Spain,Generic,44,11,250,8.02,13-04-2025,43,Invoice Generated,Spain,Indian Export,Order Released,40,4,352.88
Pending,France,Generic,20,0.5,25,10.18,15-04-2025,30,Invoice Generated,France,Indian Export,Order Released,20,0,203.6
Pending,France,Premium Chocolate,156,31.2,200,12.42,02-04-2025,148,Invoice Generated,France,Indian Export,Approved,80,76,1937.52
Pending,Singapore,Brand Chips,63,12.6,200,3.79,13-04-2025,69,Invoice Generated,Singapore,Indian Export,Order Released,40,23,238.77
Under Review,USA,Dried Fruit,72,1.8,25,16.62,,129,Invoice Pending,USA,Indian Export,Order Released,80,-8,1196.64
Pending,France,Generic,217,5.43,25,16.655,13-04-2025,207,Invoice Generated,France,Indian Export,Unknown,40,177,3614.135
Pending,Mexico,Generic,50,12.5,250,7.72,,129,Invoice Pending,Mexico,Indian Export,Order Released,50,0,386
Pending,Spain,Generic,132,15.4,50,3.51,,129,No Invoice,Spain,Local/Regional Sourcing,Order Pending,40,92,463.32
Pending,Mexico,Premium Chocolate,147,36.75,250,13.08,12-04-2025,143,Invoice Generated,Mexico,Indian Export,Order Released,20,127,1922.76
Pending,UK,Regular Chips,120,3,25,4.01,10-04-2025,118,Invoice Generated,UK,Indian Export,Order Released,80,40,481.2
Pending,India,Premium Chocolate,176,4.4,25,9.35,,129,Invoice Pending,India,Local/Regional Sourcing,Order Pending,40,136,1645.6
Pending,Brazil,Premium Chips,16,3.2,150,6.73,06-04-2025,23,Invoice Generated,Brazil,Local/Regional Sourcing,Order Pending,40,-24,107.68
Approved,France,Premium Chips,120,24,150,8.88,11-04-2025,118,Invoice Generated,France,Indian Export,Order Released,40,80,1065.6
Approved,Australia,Popcorn,115,5.75,50,2,,129,No Invoice,Australia,Indian Export,Unknown,20,95,230
Pending,France,Generic,319,85.5,300,4.12,,129,No Invoice,France,Indian Export,Order Pending,140,0,1314.28
Under Review,Japan,Brand Chips,216,32.4,150,2.85,,129,No Invoice,Japan,Indian Export,Order Released,40,176,615.6
Pending,France,Regular Chips,115,23,200,5.63,05-04-2025,123,Invoice Generated,France,Indian Export,Order Released,115,0,647.45
Approved,Caina,Popcorn,322,8.05,25,1.28,,129,No Invoice,Caina,Indian Export,Order Released,40,282,412.16
Pending,Spain,Health Bars,132,28,500,9.78,,129,Invoice Pending,Spain,Indian Export,Unknown,40,92,1290.96
Pending,Germany,Dried Fruit,90,18,200,10.34,14-04-2025,90,Invoice Generated,Germany,Indian Export,Order Released,40,50,930.6
Pending,Mexico,Generic,350,85.5,150,5.14,04-04-2025,343,Invoice Generated,Mexico,Indian Export,Order Released,40,310,1799
Pending,Canada,Dried Fruit,51,10.2,200,10.86,07-04-2025,49,Invoice Generated,Canada,Indian Export,Order Released,20,31,553.86
Unknown,Italy,Generic,78,23.4,300,10.71,,129,No Invoice,Italy,Indian Export,Order Released,20,58,835.38
Pending,Australia,Regular Chips,270,27,100,2.98,15-04-2025,275,Invoice Generated,Australia,Local/Regional Sourcing,Order Released,140,0,804.6
Unknown,Canada,Generic,72,21.6,300,4.18,,129,No Invoice,Canada,Local/Regional Sourcing,Order Pending,40,32,300.96
Unknown,Italy,Generic,260,85.5,500,8.48,,129,Invoice Pending,Italy,Indian Export,Order Pending,80,180,2204.8
Pending,France,Generic,3,0.08,25,9.51,11-04-2025,6,Invoice Generated,France,Indian Export,Order Released,20,-17,28.53
Unknown,ataly,Generic,18,2.7,150,7.59,,129,Invoice Pending,ataly,Indian Export,Order Released,40,-22,136.62
Pending,India,Generic,294,7.35,25,7.72,12-04-2025,288,Invoice Generated,India,Indian Export,Order Released,80,214,2269.68
Pending,China,Generic,216,43.2,200,3.82,04-04-2025,222,Invoice Generated,China,Indian Export,Order Released,20,196,825.12
Pending,India,Brand Chips,90,13.5,150,5.02,15-04-2025,91,Invoice Generated,India,Indian Export,Order Released,80,10,451.8
Approved,Italy,Generic,20,2,100,7.9,,129,Invoice Pending,Italy,Indian Export,Order Released,20,0,158
Pending,Germany,Generic,38,9.5,250,7.6,,129,No Invoice,Germany,Indian Export,Order Pending,40,-2,288.8
Pending,South Korea,Health Bars,264,19.8,75,6.01,,129,Invoice Generated,South Korea,Indian Export,Unknown,40,224,1586.64
Pending,Mexico,Generic,108,2.7,25,3.74,11-04-2025,99,Invoice Generated,Mexico,Indian Export,Order Pending,40,68,403.92
Pending,Italy,Unknown,154,3.85,150,7.36,12-04-2025,150,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,40,114,1133.44
Unknown,Germany,Dried Fruit,93,13.95,150,6.34,09-04-2025,103,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,40,53,589.62
Pending,France,Premium Chips,4,1,250,3.25,,129,Invoice Pending,France,Indian Export,Order Released,4,0,13
Pending,Italy,Premium Chocolate,8,15.4,150,10.09,05-04-2025,15,Invoice Generated,Italy,Indian Export,Order Released,80,-72,80.72
Pending,India,Premium Nuts,35,7,200,16.655,16-04-2025,45,Invoice Generated,India,Indian Export,Order Released,40,-5,582.925
Approved,Italy,Generic,384,76.8,200,5.37,,129,Invoice Pending,Italy,Local/Regional Sourcing,Order Pending,40,344,2062.08
Pending,Japan,Premium Chocolate,135,10.13,75,16.655,16-04-2025,138,Invoice Generated,Japan,Indian Export,Order Released,20,115,2248.425
Pending,Canada,Generic,350,85.5,300,6.17,12-04-2025,352,Invoice Generated,Canada,Indian Export,Unknown,20,330,2159.5
Under Review,Brazil,Dried Fruit,192,9.6,50,10.69,08-04-2025,201,Invoice Generated,Brazil,Indian Export,Order Released,20,172,2052.48
Under Review,Mexico,Generic,34,1.7,50,2.56,16-04-2025,35,Invoice Generated,Mexico,Indian Export,Order Released,40,-6,87.04
Approved,Spain,Generic,23,11.5,150,6.77,,129,Invoice Generated,Spain,Indian Export,Order Pending,40,-17,155.71
Pending,South Korea,Generic,85,6.38,75,7.27,,129,Invoice Pending,South Korea,Local/Regional Sourcing,Order Released,40,45,617.95
Pending,South Korea,Brand Chips,279,6.98,25,6.02,,129,No Invoice,South Korea,Indian Export,Order Pending,140,0,1679.58
Pending,Italy,Generic,4,0.2,50,6.28,,129,Invoice Pending,Italy,Indian Export,Order Released,80,-76,25.12
Pending,Canada,Unknown,35,10.5,300,6.17,15-04-2025,31,Invoice Generated,Canada,Indian Export,Order Released,40,-5,215.95
Pending,Germany,Generic,164,12.3,75,9.38,06-04-2025,159,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,80,84,1538.32
Pending,China,Dried Fruit,279,83.7,300,8.53,,129,No Invoice,China,Indian Export,Order Pending,40,239,2379.87
Under Review,Mexaco,Generic,207,10.35,50,8.4,,129,Invoice Pending,Mexaco,Local/Regional Sourcing,Order Released,140,0,1738.8
Approved,Spain,Premium Chips,264,52.8,200,4.06,,129,Invoice Generated,Spain,Indian Export,Order Released,20,244,1071.84
Under Review,Mexico,Generic,96,19.2,200,16.655,,129,Unknown,Mexico,Indian Export,Pending,40,56,1598.88
Unknown,India,Generic,19,15.4,200,2.6,,129,Invoice Pending,India,Local/Regional Sourcing,Order Released,20,-1,49.4
Pending,USA,Generic,396,19.8,50,8.02,,129,Invoice Pending,USA,Indian Export,Order Pending,40,356,3175.92
Pending,China,Brand Chips,132,5.85,75,5.18,11-04-2025,129,Invoice Generated,China,Local/Regional Sourcing,Unknown,20,112,683.76
Unknown,USA,Generic,32,6.4,200,7.87,,129,No Invoice,USA,Indian Export,Order Pending,20,12,251.84
Unknown,Mexico,Generic,242,24.2,100,2.02,,129,Invoice Pending,Mexico,Indian Export,Order Released,80,162,488.84
Pending,Unknown,Generic,248,62,250,10.16,15-04-2025,248,Invoice Generated,Unknown,Local/Regional Sourcing,Order Pending,80,168,2519.68
Unknown,USA,Regular Chips,430,10.75,25,6.25,,129,Invoice Generated,USA,Indian Export,Order Released,20,410,2687.5
Unknown,Japan,Generic,450,33.75,75,3.1,,129,No Invoice,Japan,Indian Export,Order Pending,40,410,1395
Pending,South Korea,Popcorn,48,15.4,500,4.23,,129,No Invoice,South Korea,Indian Export,Order Pending,40,8,203.04
Under Review,Italy,Premium Chocolate,322,8.05,25,16.655,,129,No Invoice,Italy,Local/Regional Sourcing,Order Released,40,282,5362.91
Pending,UK,Generic,14,1.05,75,4.29,11-04-2025,12,Invoice Generated,UK,Indian Export,Order Released,40,-26,60.06
Approved,Brazil,Regular Chips,378,85.5,300,2.27,,129,Invoice Pending,Brazil,Indian Export,Unknown,80,298,858.06
Approved,Canada,Generic,108,2.7,25,10.64,,129,No Invoice,Canada,Indian Export,Order Pending,40,68,1149.12
Pending,France,Regular Chips,92,2.3,25,2.3,,129,No Invoice,France,Local/Regional Sourcing,Order Pending,40,52,211.6
Pending,Singapore,Generic,260,52,200,8.23,10-04-2025,256,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,140,0,2139.8
Pending,Canada,Generic,96,14.4,150,3.26,,129,No Invoice,Canada,Indian Export,Unknown,96,0,312.96
Under Review,USA,Generic,297,7.43,25,11.17,17-04-2025,296,Invoice Generated,USA,Indian Export,Order Released,40,257,3317.49
Unknown,Brazil,Generic,143,7.15,50,6.8,,129,Unknown,Brazil,Local/Regional Sourcing,Order Released,140,0,972.4
Under Review,Saain,Generic,144,72,500,7.32,,129,Invoice Pending,Saain,Indian Export,Order Released,140,0,1054.08
Pending,India,Premium Chips,65,13,200,9.99,09-04-2025,71,Invoice Generated,India,Indian Export,Order Released,40,25,649.35
Unknown,China,Generic,32,2.4,75,2.32,15-04-2025,34,Invoice Generated,China,Indian Export,Order Released,80,-48,74.24
Pending,France,Generic,112,22.4,200,2.54,,129,No Invoice,France,Indian Export,Order Released,80,32,284.48
Unknown,Italy,Generic,27,13.5,500,10.18,17-04-2025,36,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,20,7,274.86
Unknown,Spain,Popcorn,60,6,100,1.4,16-04-2025,67,Invoice Generated,Spain,Indian Export,Order Released,40,20,84
Pending,UK,Health Bars,56,15.4,150,6.25,,129,No Invoice,UK,Indian Export,Unknown,40,16,350
Pending,Italy,Regular Nuts,48,3.6,75,9.49,,129,Unknown,Italy,Indian Export,Order Pending,40,8,455.52
Under Review,Singapore,Generic,304,85.5,500,6.73,07-04-2025,306,Invoice Generated,Singapore,Indian Export,Order Released,20,284,2045.92
Approved,South Korea,Brand Chips,315,15.75,50,7.78,04-04-2025,309,Invoice Generated,South Korea,Indian Export,Order Released,80,235,2450.7
Under Review,India,Regular Chips,132,70.5,150,3.67,17-04-2025,129,Invoice Generated,India,Indian Export,Unknown,40,92,484.44
Pending,Canada,Generic,96,19.2,200,8.31,,129,Invoice Pending,Canada,Indian Export,Unknown,80,16,797.76
Approved,Australia,Health Bars,348,8.7,25,11.67,16-04-2025,355,Invoice Generated,Australia,Indian Export,Order Released,20,328,4061.16
Pending,South Korea,Health Bars,13,15.18,500,12.25,12-04-2025,23,Invoice Generated,South Korea,Indian Export,Order Pending,40,-27,159.25
Pending,France,Regular Chips,18,0.9,50,4.41,15-04-2025,22,Invoice Generated,France,Indian Export,Order Released,20,-2,79.38
Pending,Germany,Generic,41,3.08,75,6.44,,129,Invoice Pending,Germany,Indian Export,Order Pending,40,1,264.04
Pending,France,Regular Chips,49,7.35,150,3.68,08-04-2025,43,Invoice Generated,France,Indian Export,Order Pending,80,-31,180.32
Approved,Brazil,Generic,144,3.6,25,3.89,08-04-2025,142,Invoice Generated,Brazil,Indian Export,Order Released,80,64,560.16
Under Review,Brazil,Premium Chocolate,80,16,200,6.33,,129,No Invoice,Brazil,Indian Export,Order Pending,40,40,506.4
Pending,USA,Generic,147,73.5,500,4.98,06-04-2025,139,Invoice Generated,USA,Indian Export,Unknown,140,0,732.06
Approved,Canada,Generic,100,50,500,5.18,,129,No Invoice,Canada,Indian Export,Order Pending,40,60,518
Unknown,UK,Generic,176,13.2,75,2.3,08-04-2025,177,Invoice Generated,UK,Indian Export,Order Released,80,96,404.8
Pending,China,Brand Chips,132,33,300,4.23,15-04-2025,129,Invoice Generated,China,Indian Export,Order Pending,40,92,558.36
Pending,Brazil,Generic,200,50,250,4.44,,129,No Invoice,Brazil,Indian Export,Order Pending,40,160,888
Pending,Canade,Trail Mix,288,85.5,300,12.24,08-04-2025,287,Invoice Generated,Canade,Local/Regional Sourcing,Order Released,20,268,3525.12
Unknown,Brazil,Regular Chips,28,14,500,4.55,,129,Invoice Pending,Brazil,Indian Export,Order Released,40,-12,127.4
Pending,China,Regular Chips,541,41.25,75,3.71,,129,No Invoice,China,Indian Export,Order Released,40,425,2007.11
Under Review,India,Generic,220,44,200,7.48,,129,No Invoice,India,Indian Export,Order Pending,40,180,1645.6
Approved,Singapore,Jerky,329,85.5,500,16.655,,129,Invoice Generated,Singapore,Indian Export,Order Pending,20,309,5479.495
Under Review,China,Jerky,84,31.68,250,11.45,,129,No Invoice,China,Indian Export,Order Released,40,44,961.8
Pending,UK,Trail Mix,60,12,200,12.72,,129,Invoice Pending,UK,Indian Export,Order Released,40,20,763.2
Under Review,Canada,Generic,198,9.9,50,4.91,14-04-2025,198,Invoice Generated,Canada,Indian Export,Order Released,40,158,972.18
Pending,Singapore,Generic,132,3.2,100,8.02,18-04-2025,-9,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,40,92,1058.64
